Name,Sub Category,NSE Benchmark,BSE Benchmark,Crisil Benchmark,MSCI Benchmark,Plan,AUM,expense_ratio,lockin,exit_load,sip_investment,minimum_lumpsum,minimum_sip,absolute_returns__3m,absolute_returns__6m,absolute_returns__1y,3y_avg_annual_rolling_return_,cagr_3y,cagr_5y,cagr_10y,pe_ratio,category_pe_ratio,tracking_error,volatility,category_st_dev,maximum_drawdown,percentage_equity_holding,percentage_debt_holding,percentage_largecap_holding,percentage_midcap_holding,percentage_smallcap_holding,percentage_concetration__top_5_holdings,percentage_cash_holding
HSBC Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,1509.8,0.77,0,1,Allowed,5000,500,2.83,9.6,22.72,12.16,11.94,12.7,10,47.19,41.15,0,7.35,8.33,19.14,67.51,30.86,37.34,15.27,14.9,17.1,1.63
Bandhan Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,2268.45,0.74,0,1,Allowed,1000,100,1.97,8.35,20.14,11.35,9.91,12.6,9.94,46.86,41.15,0,6.73,8.33,25.89,81.65,16.72,64.97,8.98,7.7,25.15,0.88
Bank of India Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,135.02,1.22,0,1,Allowed,5000,0,-0.74,4.46,21.38,15.6,14.77,12.29,8.42,34.58,41.15,0,11.65,8.33,17.8,67.17,18.9,65.96,1.21,0,34.44,16.32
SBI Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,32940.95,0.68,0,1,Allowed,5000,3000,0.87,6.45,22.86,16.97,13.87,0,0,32.79,41.15,0,6.24,8.33,6.29,65.8,28.44,52.5,8.7,4.06,18.27,2.18
Kotak Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,16751.58,0.53,0,1,Allowed,100,100,1.98,9.55,21.58,12.7,12.07,13.65,0,40.69,41.15,0,7.15,8.33,26.32,66.39,24.28,52.04,8.59,5.76,22.66,8.19
Tata Balanced Adv Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,10288.08,0.34,0,1,Allowed,5000,150,0.78,6.79,20.67,14.45,12.49,15.07,0,35.8,41.15,0,7.08,8.33,20.02,65.1,25.16,55.01,7.45,2.64,17.78,6.95
Baroda BNP Paribas Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,4114.54,0.72,0,1,Allowed,5000,1500,1.78,8.27,25.2,15.49,13.75,17.39,0,44.57,41.15,0,9.79,8.33,20.72,57.01,21.89,39.69,10.71,6.62,23.78,14.74
NJ Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,4020.03,0.63,0,1,Allowed,500,0,-2.14,6.94,22.58,18.45,12.25,0,0,38.43,41.15,0,9.17,8.33,10.64,72.39,19.88,43.25,22.6,6.55,24.51,7.73
Axis Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,2577.32,0.82,0,1,Allowed,100,100,3.45,13.31,29.66,14.21,13.2,13.94,0,46.64,41.15,0,8.89,8.33,17.16,57.83,22.98,45.47,7.5,4.86,33.6,17.38
Canara Rob Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,1472.37,0.46,0,1,Allowed,5000,0,1.4,0,0,0,0,0,0,40.36,41.15,0,6.87,8.33,4.37,65.35,28.96,46.78,6.31,12.26,20.79,5.69
Union Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,1462.37,0.96,0,1,Allowed,1000,500,0.19,6.66,19.03,11.19,10.05,13.05,0,43.6,41.15,0,8.69,8.33,23.78,69.39,23.08,53.59,10.03,5.77,22.8,7.53
Bajaj Finserv Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,1334.16,0.55,0,1,Allowed,500,1000,-0.25,5.95,0,0,0,0,0,41.29,41.15,0,9.26,8.33,6.17,67.68,12.65,57.91,8.39,1.38,31.01,15.78
WOC Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,1222.01,0.51,0,1,Allowed,500,100,3.16,10.82,24.75,0,0,0,0,47.13,41.15,0,8.03,8.33,3.93,68.5,24.21,53.57,5.6,9.33,27.39,7.23
Mahindra Manulife Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,890.15,0.5,0,1,Allowed,1000,0,1.73,8.49,26.52,0,0,0,0,47.53,41.15,0,11.12,8.33,8.38,52.7,25.39,32.07,12.93,7.7,32.05,21.91
LIC MF Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,791.3,0.56,0,1,Allowed,5000,200,2.17,9.54,19.84,0,0,0,0,31.18,41.15,0,7.11,8.33,6.57,74.15,22.33,57.24,6.24,10.67,36.19,3.52
ITI Balanced Advantage Fund,Balanced Advantage Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,381.88,0.63,0,1,Allowed,5000,500,1.9,6.71,23.19,13.77,10.56,0,0,45.66,41.15,0,10.79,8.33,33.63,64.95,27.22,58.1,2.98,3.87,24.54,6.96
360 ONE Balanced Hybrid Fund,Balanced Hybrid Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,830.66,0.43,0,1,Allowed,1000,1000,2.08,10.11,24.63,0,0,0,0,54.11,53.59,0,7.42,7.58,3.73,41.19,56.24,19.85,9.99,11.35,17.99,2.57
WOC Balanced Hybrid Fund,Balanced Hybrid Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,CRISIL Hybrid 50+50 Moderate Index,,Growth,146.85,0.69,0,1,Allowed,500,0,2.87,10.03,23.27,0,0,0,0,52.02,53.59,0,8.06,7.58,3.84,54.54,37.27,39.02,5.24,10.28,32.45,8.11
Aditya Birla SL Banking & PSU Debt,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,9341.66,0.39,0,0,Allowed,1000,1000,2.1,4.52,8.47,5.73,6.32,6.9,7.99,0,0,0,0.73,0.8,3.04,0,0,0,0,0,14.96,3.85
ICICI Pru Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,9046.67,0.39,0,0,Allowed,500,100,1.94,4.28,8.18,6.24,6.66,7.09,7.96,0,0,0,0.7,0.8,2.88,0,0,0,0,0,29.18,3.21
HDFC Banking and PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,5809.44,0.39,0,0,Allowed,100,1500,2.08,4.48,8.49,5.67,6.27,6.91,7.93,0,0,0,0.72,0.8,3.13,0,0,0,0,0,21.11,4.2
Kotak Banking and PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,5697.15,0.39,0,0,Allowed,100,100,2.16,4.62,8.66,5.88,6.41,7.01,7.91,0,0,0.26,0.88,0.8,2.84,0,0,0,0,0,30.1,3.65
Edelweiss Banking and PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,269.92,0.39,0,0,Allowed,100,100,2.24,4.75,8.91,5.6,6,7.4,7.9,0,0,0.35,1.12,0.8,4.29,0,0,0,0,0,41.14,6.73
DSP Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,3011.48,0.32,0,0,Allowed,100,0,2.43,5.03,9.32,5.46,6.31,6.72,7.68,0,0,0,1.06,0.8,3.05,0,0,0,0,0,28.86,0.38
SBI Banking and PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,3779.65,0.34,0,0,Allowed,5000,1000,2.12,4.5,8.39,5.29,5.99,6.51,7.6,0,0,0,0.78,0.8,3.2,0,0,0,0,0,39.9,5.47
Franklin India Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,577.71,0.18,0,0,Allowed,5000,500,1.9,4.17,8.04,5.51,6.09,6.44,7.6,0,0,0,0.56,0.8,3.64,0,0,0,0,0,32.21,4.78
Axis Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,13044.55,0.35,0,0,Allowed,5000,0,1.99,4.18,7.92,5.44,6.08,6.41,7.58,0,0,0,0.59,0.8,2.85,0,0,0,0,0,30.26,3.04
Bandhan Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,13429.06,0.33,0,0,Allowed,1000,0,1.95,4.24,8.01,5.52,6.1,6.72,7.55,0,0,0,0.61,0.8,3.29,0,0,0,0,0,37.71,2.38
HSBC Banking and PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,4491.24,0.23,0,0,Allowed,5000,500,1.91,3.97,7.82,4.72,5.28,6.09,7.26,0,0,0,0.51,0.8,3.73,0,0,0,0,0,26.16,0.54
LIC MF Banking & PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,1874.74,0.28,0,0,Allowed,5000,1000,2.16,4.52,8.59,5.35,6.17,6.23,7.19,0,0,0,0.7,0.8,2.77,0,0,0,0,0,23.2,-0.06
UTI Banking & PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,820.41,0.38,0,0,Allowed,500,500,1.96,4.22,8.25,7.54,8.33,7.46,7.01,0,0,0,0.72,0.8,6.74,0,0,0,0,0,36.6,3.48
Invesco India Banking and PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,102.33,0.25,0,0,Allowed,1000,1500,2.15,4.6,8.85,4.79,5.34,6.03,6.92,0,0,0,0.94,0.8,4.89,0,0,0,0,0,38.38,8.18
Sundaram Banking & PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,334.53,0.27,0,0,Allowed,5000,0,2.14,4.5,8.37,5.02,5.9,5.8,6.84,0,0,0,0.72,0.8,1.78,0,0,0,0,0,44.62,6.95
Nippon India Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,5437.91,0.38,0,0,Allowed,5000,0,2.06,4.49,8.49,5.67,6.21,6.92,0,0,0,0.29,0.82,0.8,3.2,0,0,0,0,0,20.75,3.04
Canara Rob Banking and PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,247.92,0.34,0,0,Allowed,5000,0,1.98,4.25,8.16,0,0,0,0,0,0,0.22,0.63,0.8,0.74,0,0,0,0,0,38.13,7.59
TRUSTMF Banking & PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,197.71,0.21,0,0,Allowed,1000,0,2.05,4.23,8.02,5.26,5.71,0,0,0,0,0.18,0.51,0.8,1.96,0,0,0,0,0,84.06,5.83
Bajaj Finserv Banking and PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,120.02,0.34,0,0,Allowed,1000,1000,2.14,4.59,0,0,0,0,0,0,0,0,0.9,0.8,0.28,0,0,0,0,0,43.19,7.28
Mirae Asset Banking and PSU Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,55.22,0.36,0,0,Allowed,5000,99,1.95,4.3,8.43,5.23,5.88,0,0,0,0,0.27,0.83,0.8,1.19,0,0,0,0,0,46.14,5.18
ITI Banking & PSU Debt Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,31.24,0.15,0,0,Allowed,5000,500,1.94,4.21,8.28,5.92,6.44,0,0,0,0,0.28,0.82,0.8,1.06,0,0,0,0,0,55.02,9.67
Baroda BNP Paribas Banking and PSU Bond Fund,Banking & PSU Fund,NIFTY PSU Bank,,,,Growth,26.7,0.39,0,0,Allowed,5000,500,2.21,4.64,8.58,5.06,5.73,0,0,0,0,0.21,0.82,0.8,2.1,0,0,0,0,0,46.7,6.04
Kotak Debt Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,2999.05,0.47,0,1,Allowed,100,100,2.46,7.48,18.14,12.06,10.74,12.95,11.09,36.19,43.07,2.55,4.96,3.52,11.8,23.28,69.41,15.82,3.59,3.86,45.77,6.99
ICICI Pru Regular Savings Fund,Conservative Hybrid Fund,,,,,Growth,3220.38,0.91,0,1,Allowed,5000,5000,1.8,6.83,15.19,10.24,9.76,10.74,10.44,36.66,43.07,0,2.93,3.52,8.85,21.46,71.13,11.07,3.66,6.72,30.07,5.63
SBI Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,10076.16,0.62,0,1,Allowed,5000,1500,2.05,7.2,15,11.09,9.98,11.91,10.3,50.58,43.07,0,3.59,3.52,11.88,22.91,71.68,7.42,2.83,12.66,16.72,4.41
Aditya Birla SL Regular Savings Fund,Conservative Hybrid Fund,,,,,Growth,1424.58,1.02,0,1,Allowed,1000,0,2.96,7.6,14.46,9.76,9.2,10.69,9.95,52.69,43.07,1.27,3.35,3.52,14.23,20.88,72.81,12.62,2.99,5.27,15.88,4.2
Aditya Birla SL Regular Savings Fund(Payment),Conservative Hybrid Fund,,,,,Growth,1424.58,1.02,0,1,Allowed,1000,0,2.96,7.6,14.46,9.76,9.2,10.69,9.95,52.69,43.07,1.27,3.35,3.52,14.23,20.88,72.81,12.62,2.99,5.27,15.88,4.2
HDFC Hybrid Debt Fund,Conservative Hybrid Fund,,,,,Growth,3342.03,1.23,0,1,Allowed,100,2500,1.54,6.12,15.8,11.45,10.31,11.55,9.56,26.36,43.07,0,4.06,3.52,12.08,22.01,73.32,18.66,1.39,1.96,11.55,3.72
Baroda BNP Paribas Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,744.54,0.51,0,1,Allowed,1000,0,2,5.71,13.98,8.84,8.55,9.32,9.42,61.75,43.07,1.46,3.56,3.52,8.23,23.38,68.46,13.82,5.41,4.15,23.55,7.93
Canara Rob Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,964.43,0.68,0,1,Allowed,5000,0,2.72,7.49,14.7,8.8,8.6,10.7,9.34,55.53,43.07,1.47,3.74,3.52,10.15,22.67,71.98,13.06,4.02,5.59,25.65,5.05
UTI Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,1665.27,1.17,0,1,Allowed,5000,0,2.27,8.2,16.34,10.32,9.02,10.82,9.27,35.9,43.07,0,3.82,3.52,14.44,23.38,73.98,14.65,4.82,3.91,45.04,2.08
HSBC Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,136.62,1.34,0,0,Allowed,5000,500,2.16,8.38,18.04,9.37,9.25,10.46,8.83,82.15,43.07,0,4.94,3.52,10.38,22.14,73.78,7.72,6.45,7.98,64.04,3.8
Franklin India Debt Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,221.62,0.72,0,0,Allowed,10000,500,1.68,6.16,14.72,9.02,8.78,9.16,8.63,45.3,43.07,1.47,3.56,3.52,11.89,23.17,72.81,16.04,3.4,3.73,35.33,3.72
Bank of India Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,66.74,1.1,0,1,Allowed,10000,0,1.01,3.99,12.2,14.58,13.54,12.6,8.45,35.03,43.07,2.42,4.5,3.52,15.37,17.75,61.93,12.97,2.17,2.61,46.51,20.03
Sundaram Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,27.57,1.1,0,0,Allowed,5000,750,2.05,6,12.5,9.52,7.4,9.5,8.43,36.19,43.07,1.41,3.65,3.52,12.57,20.28,59.47,17.98,1.93,0.37,81.75,18.89
Axis Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,298.72,0.94,0,1,Allowed,500,12000,2.04,6.7,12.39,7.8,7.02,9.61,8.33,37.1,43.07,0,3.54,3.52,9.38,22.02,74.85,18.87,1.09,2.06,43.46,2.75
DSP Regular Savings Fund,Conservative Hybrid Fund,,,,,Growth,185.04,0.5,0,0,Allowed,100,0,2.03,7.3,15.09,8.94,9.18,9.89,8.3,35.5,43.07,1.46,3.32,3.52,12.03,21.43,72.76,15.43,2.47,3.53,38.29,5.52
Navi Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,26.46,0.33,0,0,Allowed,10,10,1.48,4.76,11.27,7.76,7.33,7.63,8,39.35,43.07,1.66,2.44,3.52,9.53,19.94,66.69,19.66,0.28,0,65.38,12.76
Bandhan Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,119.55,1.01,0,0.25,Allowed,1000,100,1.53,5.85,12.62,6.78,6.42,7.43,7.93,66.8,43.07,2.61,3.17,3.52,11.38,6.81,61.63,5.6,1.21,0,76.61,15.9
LIC MF Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,50.19,1.22,0,1,Allowed,5000,200,2.05,6.61,11.91,6.52,6.28,7.74,7.38,30.11,43.07,1.7,3.13,3.52,7.92,20.07,76.73,20.07,0,0,60.33,2.87
Nippon India Hybrid Bond Fund,Conservative Hybrid Fund,,,,,Growth,830.76,1.12,0,1,Allowed,5000,0,1.89,4.81,10.35,8.91,8.26,5.3,6.5,32.3,43.07,1.27,1.84,3.52,18.95,12.5,79.74,12.28,0.21,0,21.13,4.73
Parag Parikh Conservative Hybrid Fund,Conservative Hybrid Fund,,,,,Growth,2288.3,0.34,0,1,Allowed,5000,1000,1.72,6.23,16.39,11.68,11.42,0,0,16.21,43.07,2.12,3.21,3.52,2.32,13.31,76.38,8.44,2.55,2.32,13.66,1.95
ICICI Pru Silver ETF FOF,,,,,,Growth,915.01,0.12,0,1,Allowed,100,100,15.28,11.43,28.38,0,0,0,0,0,49.49,0,22.29,12.34,25.44,0,0,0,0,0,100,0.06
Kotak Silver ETF FoF,,,,,,Growth,36.57,0.14,0,0.5,Allowed,100,100,15.16,11.79,27.64,0,0,0,0,0,49.49,0,22.32,12.34,16.03,0,0,0,0,0,100,-0.26
Nippon India Silver ETF FOF,,,,,,Growth,503.61,0.25,0,1,Allowed,100,1500,15.1,11.55,28.09,0,0,0,0,0,49.49,0,22.88,12.34,25.89,0,0,0,0,0,100,-0.12
Kotak Corporate Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,14162.63,0.34,0,0,Allowed,100,100,2.19,4.71,8.82,5.8,6.44,6.76,8.01,0,0,0,0.79,0.72,1.92,0,0,0,0,0,32.75,3.04
Aditya Birla SL Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,23336.78,0.34,0,0,Allowed,100,0,2.2,4.81,8.96,5.97,6.62,7.3,7.98,0,0,0,0.89,0.72,2.38,0,0,0,0,0,26.87,3.56
HDFC Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,32072.16,0.36,0,0,Allowed,100,5000,2.28,4.77,9.03,5.81,6.45,7.23,7.94,0,0,0,0.67,0.72,2.74,0,0,0,0,0,24.06,3.06
ICICI Pru Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,27164.45,0.35,0,0,Allowed,100,100,2.05,4.36,8.34,6.22,6.74,7.22,7.9,0,0,0,0.6,0.72,2.01,0,0,0,0,0,25.95,2.99
Franklin India Corp Debt Fund-A,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,764.77,0.23,0,0,Allowed,10000,0,2.13,4.37,8.16,5.55,6.13,6.59,7.9,0,0,0,0.54,0.72,3.73,0,0,0,0,0,37.93,10.99
Sundaram Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,727.53,0.32,0,0,Allowed,5000,1000,2.16,4.59,8.47,5.32,6.03,6.66,7.82,0,0,0,0.8,0.72,3.05,0,0,0,0,0,37.55,5.53
Nippon India Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,5945.77,0.35,0,0,Allowed,1000,100,2.3,4.79,9.09,6.3,6.89,7.29,7.77,0,0,0,0.8,0.72,1.7,0,0,0,0,0,24.45,3.97
HSBC Corporate Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,6534.72,0.3,0,0,Allowed,5000,1500,2.15,4.63,8.73,5.36,5.76,7.05,7.64,0,0,0,0.91,0.72,5.51,0,0,0,0,0,27.83,0.09
Invesco India Corporate Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,5644.01,0.28,0,0,Allowed,1000,300,2.17,4.66,8.71,5.37,6.08,6.57,7.48,0,0,0,0.79,0.72,4.69,0,0,0,0,0,24.73,6.43
PGIM India Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,95.97,0.29,0,0,Allowed,5000,1000,2.22,4.53,8.46,5.73,6.3,6.89,7.39,0,0,0,0.74,0.72,3.14,0,0,0,0,0,40.83,4.51
Canara Rob Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,135.86,0.39,0,0,Allowed,5000,0,2.16,4.42,8.41,5.26,5.98,6.43,7.32,0,0,0,0.63,0.72,2.01,0,0,0,0,0,37.16,8.57
Baroda BNP Paribas Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,196.22,0.2,0,0,Allowed,5000,0,2.32,4.83,9.07,4.93,5.8,6.17,6.6,0,0,0,0.83,0.72,10.84,0,0,0,0,0,35.7,8.06
SBI Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,20570.47,0.34,0,0,Allowed,5000,1500,2.22,4.62,8.53,5.52,6.22,6.67,0,0,0,0,0.72,0.72,2.9,0,0,0,0,0,27.81,5.83
Bandhan Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,13903.13,0.33,0,0,Allowed,1000,0,2.1,4.54,8.01,5.28,5.81,6.73,0,0,0,0,0.66,0.72,3.47,0,0,0,0,0,44.5,3.31
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,9814.21,0.2,0,0,Allowed,500,0,1.91,4.15,8.23,5.94,5.59,0,0,0,0,0,0.56,0.72,3.28,0,0,0,0,0,24.06,1.95
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,9803.81,0.22,0,0.15,Allowed,5000,500,1.91,4.13,8.21,0,0,0,0,0,0,0,0.58,0.72,3.39,0,0,0,0,0,28.15,2.47
ICICI Pru Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,8747.65,0.2,0,0,Allowed,1000,500,2.02,4.51,8.82,5.95,5.67,0,0,0,0,0,0.75,0.72,3.56,0,0,0,0,0,30.52,2.26
Edelweiss Nifty PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,8509.21,0.2,0,0.1,Allowed,100,100,1.91,4,7.96,5.29,5.62,0,0,0,0,0,0.53,0.72,3.08,0,0,0,0,0,35.11,3.17
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,8029.5,0.2,0,0.15,Allowed,100,100,1.96,4.55,8.96,0,0,0,0,0,0,0,0.77,0.72,3.56,0,0,0,0,0,29.89,1.27
Axis Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,6104.31,0.32,0,0,Allowed,100,12000,2.13,4.7,8.85,6.05,6.67,7.42,0,0,0,0,0.77,0.72,3.81,0,0,0,0,0,20.17,3.32
UTI Corporate Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,4668.91,0.29,0,0,Allowed,500,0,2.1,4.47,8.44,5.56,6.21,6.81,0,0,0,0,0.78,0.72,2.97,0,0,0,0,0,39.93,5.16
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,3531.26,0.15,0,0,Allowed,1000,100,1.99,4.26,8.38,0,0,0,0,0,0,0,0.57,0.72,3.32,0,0,0,0,0,21.02,2.34
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,2903.51,0.2,0,0,Allowed,100,100,2.46,5.52,10.61,0,0,0,0,0,0,0,1.94,0.72,3.24,0,0,0,0,0,68.7,1.45
DSP Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,2513.9,0.28,0,0,Allowed,100,0,2.04,4.26,8.14,4.82,5.51,6.02,0,0,0,0,0.54,0.72,3.18,0,0,0,0,0,34.73,1.35
Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,2282.3,0.2,0,0.15,Allowed,100,0,2.02,4.37,8.59,6.09,5.75,0,0,0,0,0,0.63,0.72,3.5,0,0,0,0,0,39.14,2.19
Tata Corp Bond Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,2241.48,0.31,0,0,Allowed,5000,150,2.23,4.81,8.99,0,0,0,0,0,0,0,0.76,0.72,1.69,0,0,0,0,0,21.38,2.73
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU - Apr 2027 Index Fund,Corporate Bond Fund,NIFTY Corporate Bond Index  A-II,,CRISIL Corporate Debt A-II Index,,Growth,1681.13,0.2,0,0,Allowed,500,0,1.94,4.3,8.42,0,0,0,0,0,0,0,0.59,0.72,3.39,0,0,0,0,0,30.78,2.23
